,index,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
10,44,Centre-Forward,30,Abdul Majeed Waris,0.2,0,0,0.2,0.2,0.2,0,0.31,0.18,0.06,0.24,1.77,0.39,22.20%,0,0,19.2,0,0.1,-0.12,-0.18,23.58,30.85,76.40%,317.95,65.04,15.13,16.9,89.50%,5.7,7.66,74.40%,1.18,2.75,42.90%,0.59,0.98,0.79,0.39,1.77,30.07,0.79,0,0.2,3.54,0.59,2.16,0,0,0,0,23.58,4.72,2.55,1.77,27.12,0.59,0.79,0.39,0.2,0.39,1.57,0.98,1.57,0.98,0,0.2,0.2,0.2,0,0.2,0.2,0,0,0,0,0,0.79,0.59,0.39,0.39,0,0.79,1.38,57.10%,0.59,10.41,2.95,28.30%,2.55,4.32,3.54,0.98,0,0,0.98,1.77,0.59,0,44.8,0.98,5.9,22.6,20.83,2.95,43.82,1.38,2.55,53.80%,1.38,0,34.78,198.86,119.28,6.09,3.34,0.98,1.18,2.16,51.09,34.39,67.30%,6.29,0,1.57,3.34,0,0,0,0,5.31,0.39,1.18,25.00%,€2.00
11,49,Centre-Forward,26,Aboubakar Kamara,0.14,0,0.14,0,0,0.14,0.14,0.11,0.11,0.14,0.25,1.7,0.57,33.30%,0.08,0.25,18.8,0,0.07,0.03,0.03,19.39,26.32,73.70%,301.98,62.55,9.76,11.89,82.10%,6.51,8.63,75.40%,1.42,3.25,43.50%,1.56,0.71,0.85,0.42,1.84,25.33,0.99,0,0.14,8.63,0.71,1.56,0,0,0,0,15.85,6.37,4.1,3.82,18.96,1.27,0.28,0.14,0.14,0.42,0.71,0.71,3.25,1.98,0,0.57,0.28,0.42,0,0.14,0.14,0,0,0,0,0,0.57,0.57,0.28,0.14,0.14,0.14,1.13,12.50%,0.99,19.1,3.54,18.50%,1.98,9.48,7.64,0.85,0.14,0,0.28,0.85,0.57,0,40.33,0.42,3.68,21.23,19.25,2.55,39.34,2.26,3.96,57.10%,2.26,0,29.58,140.66,71.75,3.54,1.27,0.28,2.83,2.83,50.38,30.14,59.80%,6.23,0,2.69,2.69,0.14,0,0.14,0,5.94,2.41,3.54,40.50%,€3.50
12,51,Right-Back,23,Achraf Hakimi,0.16,0.19,0.16,0,0,0.16,0.02,0.09,0.09,0.18,0.27,0.91,0.35,38.50%,0.18,0.47,16.7,0.05,0.1,0.07,0.07,50.5,58.31,86.60%,778.12,243.17,28.48,31.02,91.80%,17.93,20.39,87.90%,3,4.32,69.40%,1.09,2.28,1.49,0.56,3.86,50.2,8.11,0.56,0.02,6.09,0.81,2.51,0.05,0.02,0,0,43.24,10.9,4.16,6.32,43.31,0.91,7.51,0.05,0.09,0.47,1.81,1.23,2.14,1.72,0.09,0.09,0.02,0.21,0,0.37,0.33,0,0,0,0.05,0,2.05,1.21,1.16,0.67,0.21,0.91,2.37,38.20%,1.46,16.34,4.51,27.60%,6.93,5.09,4.32,1.35,0.12,0,1.16,3.21,1.09,0,68.4,2.49,17.95,27.83,26.71,3.79,60.45,1.09,2.12,51.60%,1.23,0.14,47.27,226.87,144.1,6.67,1.72,0.95,1.14,1.19,54.4,48.5,89.10%,4.56,0,0.88,1.09,0.26,0.05,0,0,4.95,0.44,0.91,32.80%,€70.00
13,54,Centre-Forward,24,Adam Armstrong,0.17,0.17,0.17,0,0,0,0,0.32,0.32,0.15,0.46,3.27,1.03,31.60%,0.05,0.17,17.4,0,0.1,-0.15,-0.15,13.07,19,68.80%,224.61,36.02,5.76,7.82,73.60%,6.1,8.17,74.70%,0.86,1.81,47.60%,1.03,0.86,0.95,0,1.72,17.19,1.81,0,0.09,3.78,0.52,1.55,0,0,0,0,12.89,3.27,2.84,3.61,13.58,0.86,0.17,0.17,0,0.17,0.86,0.43,2.15,1.29,0,0.26,0.34,0.26,0,0.26,0.17,0,0,0,0.09,0,0.69,0.43,0.17,0.26,0.26,0,0.26,0.00%,0.26,13.75,3.87,28.10%,1.03,5.24,7.48,0.52,0.09,0,0.34,1.03,0.26,0,29.74,0.17,2.32,12.03,17.79,5.07,27.94,1.12,2.32,48.10%,1.2,0.09,20.97,123.95,71.78,4.56,1.29,1.2,1.81,1.63,40.57,21.06,51.90%,7.13,0,0.95,0.69,0,0.09,0,0,3.95,0.69,2.41,22.20%,€18.00
14,56,Central Midfield,30,Adam Forshaw,0,0,0,0,0,0.38,0,0.02,0.02,0.1,0.11,1.15,0.19,16.70%,0,0,25.1,0,0.02,-0.02,-0.02,41.66,48.73,85.50%,786.31,171.21,19.11,20.83,91.70%,13.76,16.82,81.80%,7.26,8.41,86.40%,1.34,4.2,0.96,0,4.01,46.82,1.91,1.91,0,8.03,2.1,0.57,0,0,0,0,35.16,6.5,7.07,6.31,39.55,2.1,0,0.19,0.19,0,1.15,0.57,2.48,2.29,0,0,0.19,0,0,0,0,0,0,0,0,0,2.48,0.76,0.76,1.72,0,1.15,2.68,42.90%,1.53,23.12,5.54,24.00%,5.54,14.14,3.44,0.57,0,0,0.96,3.44,1.72,0.19,58.85,1.91,14.14,34.78,14.33,0.76,57.52,0.57,1.53,37.50%,0.57,0,38.98,179.04,70.51,3.63,0.96,0,0.57,0.76,44.71,37.64,84.20%,2.68,0,2.29,1.53,0.38,0,0,0,12.8,0.96,1.53,38.50%,€2.00
15,59,Attacking Midfield,33,Adam Lallana,0.04,0.04,0.04,0,0,0.17,0,0.12,0.12,0.06,0.18,1.14,0.25,22.20%,0.04,0.17,17,0,0.1,-0.08,-0.08,47.9,55.44,86.40%,754.14,167.2,25.3,28.12,90.00%,18.23,20.12,90.60%,2.99,4.55,65.70%,0.8,3.07,1.43,0.04,4.34,54.68,0.76,0.55,0.13,9.43,0.63,0.72,0,0,0,0,43.15,7.16,5.14,15.7,37.13,1.68,0.13,0.25,0.13,0.8,1.47,1.18,2.06,1.85,0,0.04,0,0.13,0.04,0.17,0.17,0,0,0,0,0,2.4,1.64,1.05,1.01,0.34,0.76,2.74,27.70%,1.98,18.65,6.27,33.60%,6.78,8.33,3.54,1.47,0.29,0,1.18,3.58,0.72,0,65.04,1.98,15.91,35.4,17.89,2.69,64.53,0.76,1.18,64.30%,0.8,0,46.18,202.02,102.25,3.96,1.18,0.38,1.26,1.01,54.01,47.9,88.70%,4.59,0,1.14,1.43,0.04,0,0,0,9.47,0.59,1.05,35.90%,€4.00
16,62,Right Midfield,29,Adam MaruÅ¡iÄ,0.05,0.05,0.05,0,0,0.12,0,0.03,0.03,0.04,0.06,0.48,0.19,40.00%,0.1,0.25,16,0,0.06,0.02,0.02,45.32,52.9,85.70%,802.28,256.97,21.01,23.35,90.00%,18.62,20.94,88.90%,4.85,6.98,69.50%,0.65,2.75,0.65,0.38,2.77,46.8,6.1,0.86,0.02,5.19,1.05,1.15,0,0,0,0,37.31,8.27,7.31,5.81,38.32,2.39,5.24,0.31,0.07,0.5,1.05,1.58,1.31,1.15,0.02,0.05,0.07,0,0.02,0.12,0.1,0,0,0.02,0,0,1.53,0.84,0.88,0.55,0.1,0.6,1.17,51.00%,0.57,8.99,2.68,29.80%,4.16,3.39,1.43,1.79,0.22,0,1.72,3.25,2.1,0.02,61.7,3.97,21.63,30.07,14.61,1.29,55.75,0.65,1.34,48.20%,0.67,0.02,39.59,216.57,114.19,4.54,1.65,0.19,0.48,0.74,43.17,39.27,91.00%,2.32,0,0.84,0.57,0.1,0,0.02,0.02,8.18,1.55,0.79,66.30%,€10.00
17,67,Right Winger,25,Adam Ounas,0.38,0.25,0.38,0,0,0.06,0,0.19,0.19,0.28,0.46,2.26,0.88,38.90%,0.17,0.43,16.9,0,0.08,0.19,0.19,30.73,39.07,78.70%,621.6,153.28,11.98,14.24,84.10%,13.05,15.05,86.70%,5.33,8.15,65.40%,1.76,2.57,2.32,0.31,4.77,36.44,2.63,0.82,0.19,7.09,2.45,2.2,1.32,0.56,0.31,0.06,27.97,4.83,6.27,31.8,6.08,0.56,0.06,0.13,0,0.82,0.69,0.82,3.76,2.32,0.38,0.63,0.13,0.31,0,0.63,0.31,0.06,0.19,0.06,0,0,0.69,0.44,0.13,0.38,0.19,0.25,0.69,36.40%,0.44,12.61,2.32,18.40%,2.57,6.08,3.95,0.94,0.13,0,0.63,1.32,0.25,0,53.25,0.38,6.33,30.04,24.27,4.14,50.86,3.45,5.14,67.10%,3.64,0.31,44.91,266.24,169.02,6.52,3.39,1.38,2.26,3.26,50.61,40.64,80.30%,5.9,0,1.07,3.07,0.56,0,0,0,6.71,0.63,1.32,32.30%,€8.00
18,69,Centre-Forward,34,ÃdÃ¡m Szalai,0.18,0,0.18,0,0,0.18,0,0.29,0.29,0.1,0.39,2.2,0.82,37.50%,0.08,0.22,13.8,0,0.13,-0.11,-0.11,14.54,25.98,56.00%,204.88,58.45,8.14,13.54,60.10%,3.48,6.4,54.30%,1.01,2.29,44.00%,0.82,1.28,0.27,0,1.92,25.43,0.55,0,0.09,9.42,0.37,1.01,0,0,0,0,10.79,9.6,5.58,3.2,14.91,3.02,0.18,0.73,0.09,0.55,1.28,0.64,1.65,1.37,0,0,0.09,0.09,0.09,0,0,0,0,0,0,0,1.01,0.91,0.27,0.46,0.27,0.18,0.73,25.00%,0.55,16.74,5.58,33.30%,1.46,7.5,7.77,0.73,0.09,0,0.27,1.28,0.18,0,40.98,0.37,3.29,17.47,21.49,6.68,40.43,1.28,2.01,63.60%,1.46,0.27,24.6,65.95,28.17,1.46,0.37,0.18,4.3,3.2,62.56,30.64,49.00%,8.05,0,2.84,1.92,0.73,0,0,0,6.22,4.39,6.68,39.70%,"€800Th. Last update: Oct 7, 2021"
19,70,Centre-Back,26,Adam Webster,0.04,0,0.04,0,0,0.21,0,0.03,0.03,0,0.04,0.76,0.21,27.80%,0.06,0.2,12.9,0,0.05,0.01,0.01,56.58,67.43,83.90%,1212.67,431.04,16.18,18.37,88.10%,30.39,33.76,90.00%,9.5,13.79,68.90%,0.13,4.88,0.21,0,4.25,65.41,2.02,0.84,0,8.58,2.06,0.17,0,0,0,0,50.28,5.59,11.56,14.33,45.82,3.83,1.18,0.13,0.04,1.39,1.43,1.3,0.59,0.5,0,0,0.04,0.04,0,0.08,0.08,0,0,0,0,0,1.35,0.84,0.84,0.38,0.13,0.5,1.18,42.90%,0.67,8.07,3.15,39.10%,4.12,3.15,0.8,2.14,0.84,0,1.72,3.07,4.92,0.04,78.73,8.74,40.14,38.59,8.37,0.88,76.8,0.46,0.59,78.60%,0.46,0,51.16,348.1,232.46,6.31,2.48,0.04,0.59,0.42,55.82,54.65,97.90%,0.13,0,1.22,0.55,0.04,0,0,0,11.14,3.66,1.64,69.00%,€18.00
20,75,Centre-Back,29,Adama Soumaoro,0.04,0,0.04,0,0,0.25,0.04,0.08,0.08,0,0.08,0.47,0.11,23.10%,0.08,0.33,7.3,0,0.16,-0.04,-0.04,43.63,47.37,92.10%,838.65,234.02,15.24,16.39,93.00%,22.36,23.4,95.50%,5.43,6.58,82.50%,0.11,1.29,0.04,0.04,1.8,43.96,3.41,2.95,0,4.78,0.68,0.04,0,0,0,0,38.93,4.28,4.17,3.81,38.85,2.37,0.47,0.25,0.04,0.36,0.47,0.93,0.54,0.5,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,1.15,0.68,0.83,0.29,0.04,0.25,0.5,50.00%,0.25,9.35,3.41,36.50%,5.54,3.41,0.4,1.98,1.04,0,1.62,2.77,4.6,0,57.62,7.48,27.89,29.98,2.73,0.79,54.45,0.18,0.18,100.00%,0.18,0,32.96,164.04,81.16,1.76,0.36,0,0.29,0.14,35.58,34.58,97.20%,0.14,0,1.51,0.86,0.04,0,0.11,0,8.99,3.49,0.83,80.80%,€4.00
21,76,Right Winger,25,Adama TraorÃ©,0.06,0.06,0.06,0,0,0.06,0,0.12,0.12,0.16,0.28,1.77,0.5,28.10%,0.04,0.13,19.2,0,0.07,-0.05,-0.05,20.18,28.94,69.70%,342.4,76.01,9.95,12.9,77.10%,7.43,9.98,74.50%,2.21,3.67,60.20%,1.83,1.55,1.06,0.59,2.27,28.73,0.22,0.03,0.03,7.24,0.72,3.48,0,0,0,0,18.44,4.51,6,3.45,22.35,0.81,0.16,0.28,0.06,0.9,0.84,0.78,4.1,2.61,0,0.9,0.06,0.44,0.09,0.25,0.12,0,0.03,0.03,0.06,0,0.93,0.72,0.4,0.28,0.25,0.19,0.56,33.30%,0.37,11.32,3.45,30.50%,2.55,5.75,3.02,0.84,0.06,0,0.4,1.34,0.37,0.03,43.96,0.59,4.17,21.26,24.19,4.57,43.77,5.29,7.12,74.20%,5.66,0.16,40.04,297.23,189.92,9.95,2.83,2.27,3.02,3.11,49.74,34.48,69.30%,5.5,0,1.52,3.51,0.44,0.03,0,0,5.88,2.15,2.46,46.60%,€30.00
22,78,Left Winger,26,Adama TraorÃ©,0.34,0.17,0.34,0,0,0,0,0.1,0.1,0.02,0.12,1.87,0.85,45.50%,0.18,0.4,17.8,0,0.05,0.24,0.24,13.1,18.03,72.60%,204.33,32.16,8.34,10.21,81.70%,3.4,5.61,60.60%,1.19,1.87,63.60%,0.34,0,0.34,0,0.51,16.67,1.36,0,0,4.08,0.68,0.34,0,0,0,0,11.57,3.23,3.23,12.25,3.23,0.85,0.17,0.17,0.17,0.85,0.68,1.36,1.02,0.68,0,0,0,0.34,0,0.34,0.17,0,0,0,0.17,0,1.19,1.02,0.34,0.85,0,0.68,1.87,36.40%,1.19,16.33,4.08,25.00%,3.74,8,4.59,1.87,0.51,0,0.68,1.87,1.19,0,33.01,2.21,8.34,16.16,12.25,3.23,31.64,1.7,3.57,47.60%,1.87,0,19.74,125.56,72.65,3.23,1.87,0.51,3.57,2.04,33.01,22.12,67.00%,3.23,0,1.36,1.02,0.17,0,0,0,3.91,2.21,3.06,41.90%,€2.50
23,83,Left Winger,24,Ademola Lookman,0.1,0.13,0.1,0,0,0.16,0,0.17,0.17,0.18,0.35,1.94,0.57,29.50%,0.05,0.17,16.5,0.06,0.09,-0.07,-0.07,29.14,38.96,74.80%,483.21,141.04,14.56,17.19,84.70%,11.09,13.47,82.30%,2.61,5.69,45.80%,1.94,1.62,1.46,0.16,3.65,34.13,4.83,1.21,0.19,5.97,1.3,2.03,2.45,1.21,0.86,0.16,30.13,3.46,5.37,6.74,31.02,0.51,0.48,0.1,0.1,0.6,1.59,1.4,3.59,2.32,0.76,0.13,0.19,0.13,0.06,0.32,0.19,0.1,0,0,0.03,0,1.46,1.05,0.44,0.73,0.29,0.32,1.14,27.80%,0.83,18.08,5.08,28.10%,3.75,8.23,6.1,1.46,0.06,0,1.05,2.51,0.41,0,53.04,0.48,5.34,23.99,27.68,4.86,48.34,2.32,3.97,58.40%,2.45,0.22,40.55,198.08,112.85,6.36,1.68,1.08,2.76,2.51,50.12,36.32,72.50%,7.06,0,2.1,2.35,0.35,0.03,0,0,6.77,0.25,1.33,16.00%,€11.00
24,84,Attacking Midfield,19,Adil Aouchiche,0,0.29,0,0,0,0.17,0,0.09,0.09,0.24,0.33,1.32,0.63,47.80%,0,0,23.4,0.06,0.07,-0.09,-0.09,35.48,47.73,74.30%,657.09,183.16,17.48,20.3,86.10%,11.16,14.03,79.50%,5.52,10.58,52.20%,2.3,2.99,1.38,0.46,3.28,40.72,7.02,2.36,0.35,8.22,3.45,1.96,3.85,1.21,1.84,0.17,32.15,4.6,10.98,6.44,38.19,1.27,0.35,0.69,0.06,1.09,1.84,0.81,4.31,2.3,1.21,0.12,0.12,0.46,0.12,0.4,0.17,0.23,0,0,0,0,1.96,1.27,0.52,0.63,0.81,0.63,2.3,27.50%,1.67,22.72,6.33,27.80%,4.77,11.1,6.84,0.81,0,0,0.98,2.93,0.81,0,61.25,0.81,9.66,32.78,24.44,2.36,54.69,1.5,3.05,49.10%,1.55,0.12,41.75,247.97,149.75,7.07,2.36,0.52,2.42,2.36,50.78,41.06,80.90%,4.2,0,1.32,1.73,0.17,0,0,0,7.02,1.04,1.38,42.90%,€10.00
25,86,Centre-Back,35,Adil Rami,0.18,0,0.18,0,0,0,0,0.04,0.04,0,0.04,0.37,0.18,50.00%,0.5,1,6.9,0,0.08,0.15,0.15,26.93,32.27,83.40%,578.18,231.82,9.59,10.33,92.90%,11.43,12.73,89.90%,5.35,8.11,65.90%,0,1.66,0,0,1.66,30.8,1.48,1.11,0,2.77,2.03,0,0,0,0,0,22.87,3.5,5.9,3.87,26.56,0.55,0.37,0,0,1.48,0.74,0.74,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.55,0.18,0.55,0.18,0.74,0.92,80.00%,0.18,5.16,2.58,50.00%,2.58,2.4,0.18,0.92,0.18,0,1.48,2.4,3.14,0,39.1,5.53,24.16,15.12,2.58,0.92,37.81,0.18,0.18,100.00%,0.18,0,22.13,121.35,62.34,1.11,0.55,0,0.18,0.37,26.93,25.27,93.80%,0,0,0.74,0.55,0,0,0,0,5.53,1.84,0.55,76.90%,"€250Th. Last update: May 21, 2021"
26,89,Right Winger,26,Adnan Januzaj,0.17,0.25,0.04,0.12,0.12,0.25,0,0.25,0.15,0.31,0.46,2.24,0.54,24.10%,0.02,0.08,21.7,0.37,0.07,-0.08,-0.11,30.15,44.4,67.90%,607.66,230.79,13.41,16.07,83.50%,10.76,14.37,74.90%,5.44,11.88,45.80%,2.53,2.62,2.62,0.62,5.03,36.34,8.06,2.58,0.37,7.48,3.49,3.49,4.73,2.04,1.91,0.21,28.12,5.4,10.88,37.21,5.61,0.46,0.62,0.04,0.33,1.58,1.83,0.87,4.49,2.24,1.5,0.33,0.17,0.25,0,0.62,0.29,0.12,0.04,0.08,0.08,0,1.04,0.54,0.25,0.58,0.21,0.21,0.79,26.30%,0.58,10.26,2.82,27.50%,1.66,5.23,3.36,1.08,0.21,0,0.75,1.79,0.66,0,61.14,0.91,5.11,28.86,32.1,3.53,53.91,3.45,5.19,66.40%,3.7,0.37,47.76,229.92,139.76,8.6,2.74,1.04,3.53,3.24,53.37,44.52,83.40%,6.44,0,0.96,3.86,0.21,0.04,0,0,4.94,0.71,1,41.50%,€12.00
27,90,Centre-Forward,22,Adolfo Gaich,0.23,0,0.23,0,0,0.23,0,0.29,0.29,0.03,0.31,2.63,0.8,30.40%,0.09,0.29,13.7,0,0.11,-0.06,-0.06,10.51,16.9,62.20%,152.93,28.21,5.6,8.22,68.10%,3.08,4.68,65.90%,1.03,1.26,81.80%,0.57,0.23,0.46,0.11,0.91,16.1,0.8,0,0.11,4.8,0.11,0.46,0.11,0,0,0,9.14,5.71,2.06,0.8,12.22,2.06,0,0.8,0.11,0.34,0.34,0.91,1.6,0.91,0,0.23,0,0.23,0.23,0.34,0.11,0,0.11,0,0,0.11,1.14,0.34,0.23,0.8,0.11,0,1.14,0.00%,1.14,23.64,4.57,19.30%,1.71,13.25,8.68,0.91,0,0,0.57,1.71,0.46,0,30.84,0.46,1.83,16.45,14.51,4.8,30.04,1.14,2.63,43.50%,1.37,0.46,16.79,66.36,28.78,1.48,0.57,0.34,2.86,1.48,47.74,22.27,46.70%,7.99,0,3.77,2.17,0.34,0,0.11,0,3.31,1.71,5.94,22.40%,€6.00
28,91,Right Winger,29,Adri Embarba,0,0.14,0,0,0,0.07,0,0.14,0.14,0.15,0.29,2.16,0.77,35.50%,0,0,24.5,0.83,0.06,-0.14,-0.14,21.21,35.12,60.40%,364.03,116.36,10.99,13.49,81.40%,6.26,10.29,60.80%,2.85,8.62,33.10%,1.88,1.32,0.9,0.35,1.81,27.96,7.16,1.6,0,5.84,1.95,3.41,5.29,1.74,2.3,0.07,18.08,5.7,11.34,5.49,27.26,1.25,0.28,0.21,0.42,0.97,1.25,1.46,4.1,1.88,1.18,0.28,0.28,0.28,0.21,0.35,0.14,0.14,0,0.07,0,0,1.39,0.9,0.49,0.42,0.49,0.77,2.57,29.70%,1.81,13.56,3.13,23.10%,3.62,6.19,3.76,1.6,0.14,0,1.32,2.71,1.18,0,48.41,1.6,7.86,18.43,25.73,1.95,40.83,1.11,2.64,42.10%,1.39,0.21,29.63,177.01,105.37,5.56,1.53,0.97,2.43,1.81,35.12,27.06,77.00%,3.55,0,1.67,2.02,0.35,0,0,0,7.72,0.63,1.39,31.00%,€7.00
29,94,Defensive Midfield,25,AdriÃ¡n Cubas,0,0,0,0,0,0.2,0,0.02,0.02,0.02,0.04,0.34,0.13,40.00%,0,0,21.5,0,0.06,-0.02,-0.02,36.11,42.24,85.50%,752.74,197.11,12.53,14.15,88.60%,15.97,17.72,90.10%,6.87,9.09,75.60%,0.27,2.22,0.27,0,2.9,40.96,1.28,1.15,0.13,5.73,1.68,0.13,0,0,0,0,30.79,4.51,6.94,6.53,33.88,1.62,0.07,0,0.13,0.34,1.95,1.21,0.67,0.54,0,0,0,0,0.13,0.07,0.07,0,0,0,0,0,3.03,2.43,1.21,1.48,0.34,1.35,2.83,47.60%,1.48,26.74,9.23,34.50%,12.93,11.92,1.89,1.68,0.47,0,2.96,6,1.41,0.07,52.34,2.9,21.22,29.44,4.78,0.27,51.27,0.34,0.81,41.70%,0.4,0.07,35.1,158.04,80.43,1.75,0.13,0.07,0.47,1.55,31.46,29.84,94.90%,0.4,0,1.55,0.88,0,0,0,0,11.05,0.27,1.01,21.10%,€2.80
30,98,Centre-Forward,25,Adrian GrbiÄ,0.3,0,0.1,0.2,0.2,0.2,0,0.43,0.27,0.11,0.37,2.83,1.11,39.30%,0.04,0.09,19.3,0.51,0.1,-0.12,-0.17,13.77,19.74,69.70%,178.79,34.32,8.91,11.34,78.60%,3.44,4.86,70.80%,0.3,0.81,37.50%,0.81,0.91,0.2,0,1.11,18.12,1.62,0.1,0,5.97,0.4,0.2,0,0,0,0,12.35,4.15,3.24,1.52,14.07,1.62,0,0.4,0,0.51,0.71,0.71,1.42,0.91,0,0.1,0.2,0.2,0,0.1,0,0,0,0,0.1,0,0.81,0.61,0.1,0.61,0.1,0.3,1.01,30.00%,0.71,16.1,3.44,21.40%,1.62,7.9,6.58,0.81,0.1,0,0.4,1.21,1.01,0,30.47,1.52,4.86,14.48,12.65,3.24,28.25,0.4,0.91,44.40%,0.61,0.1,15.29,61.86,33.51,1.52,0.51,0.4,2.02,1.11,38.77,19.64,50.70%,4.66,0,1.72,1.82,0.2,0.1,0,0,4.66,2.43,3.64,40.00%,€5.00
31,115,Central Midfield,26,Adrien Rabiot,0.12,0.12,0.12,0,0,0.18,0,0.1,0.1,0.07,0.16,1.39,0.41,29.80%,0.09,0.29,17.6,0,0.07,0.02,0.02,45.52,51.39,88.60%,804.09,188,20.03,22.27,89.90%,20.11,21.86,92.00%,4.49,5.43,82.60%,0.44,3.66,0.65,0.12,3.28,49.86,1.54,1.12,0.03,8.33,0.71,0.56,0,0,0,0,41.44,5.85,4.11,36.8,11.05,1.77,0.38,0.06,0.12,0.5,0.97,1.6,1.65,1.51,0,0,0.15,0,0,0.27,0.24,0,0,0.03,0,0,2.72,1.83,1.39,1.03,0.3,0.71,1.6,44.40%,0.89,19.79,6.29,31.80%,7.41,8.95,3.43,1.95,0.35,0,1.42,4.14,1.42,0,62.83,3.6,17.31,35.8,15.03,1.83,61.41,0.77,1.21,63.40%,0.86,0,42.68,286.42,136.14,4.81,1.65,0.3,0.86,1.12,49.06,43.98,89.60%,2.48,0,1.89,1.27,0.03,0,0.03,0,8.68,1.86,0.97,65.60%,€30.00
32,116,Central Midfield,32,Adrien Silva,0.04,0.08,0.04,0,0,0.33,0.08,0.02,0.02,0.04,0.06,0.45,0.12,27.30%,0.09,0.33,23.2,0,0.05,0.02,0.02,46.67,53.46,87.30%,980.07,227.12,16.19,18.12,89.30%,20.35,22.45,90.60%,9.27,11.2,82.70%,0.45,4.37,0.45,0.08,3.91,50.62,2.84,2.6,0,7.29,3.09,0.49,0.12,0,0.04,0,38.39,5.81,9.27,9.6,40.7,2.18,0.12,0.29,0.08,0.33,1.19,1.94,1.44,1.36,0.04,0,0.04,0,0,0.16,0.12,0.04,0,0,0,0,2.8,1.65,1.44,1.11,0.25,0.78,2.27,34.50%,1.48,24.63,7.54,30.60%,8.65,12.23,3.75,2.22,0.29,0,2.31,5.11,1.07,0,63.93,2.92,17.01,40.2,10.22,0.45,61.37,0.54,0.95,56.50%,0.54,0,39.34,159.61,77.15,2.97,0.7,0.04,0.49,1.03,42.38,39.87,94.10%,1.19,0.04,1.89,1.52,0,0,0.08,0,11.29,0.82,1.32,38.50%,€3.00
33,117,Defensive Midfield,27,Adrien Tameze,0.11,0,0.11,0,0,0.19,0,0.05,0.05,0.03,0.09,0.56,0.15,26.70%,0.2,0.75,19.5,0,0.1,0.06,0.06,34.37,42.59,80.70%,633.56,157.37,14.74,17.3,85.20%,14.26,16.7,85.40%,4.41,6.89,64.00%,0.52,3.19,0.74,0,4.04,41.15,1.44,1.07,0.04,7.37,0.67,0.41,0,0,0,0,29.15,6.11,7.33,4.26,33.93,2.52,0.3,0.19,0.3,0.85,0.96,1.37,1.37,1.07,0,0.11,0.04,0.11,0.04,0.11,0.07,0,0.04,0,0,0,2.04,1.67,0.93,0.89,0.22,0.7,1.67,42.20%,0.96,17.44,5.85,33.50%,5.44,9.04,2.96,1.67,0.3,0,1.78,3.81,1.93,0.04,53.63,2.22,12.3,32.93,11.11,1.07,52.41,1.48,2.07,71.40%,1.52,0.04,35.33,174.33,85.67,3.37,1,0.26,1.44,1.04,36.37,31.89,87.70%,2.3,0,1.63,1.48,0.11,0,0.04,0,11.41,2.04,1.85,52.40%,€6.00
