,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
18,Foward,34,ÃdÃ¡m Szalai,0.18,0,0.18,0,0,0.18,0,0.29,0.29,0.1,0.39,2.2,0.82,0.375,0.08,0.22,13.8,0,0.13,-0.11,-0.11,14.54,25.98,0.56,204.88,58.45,8.14,13.54,0.601,3.48,6.4,0.543,1.01,2.29,0.44,0.82,1.28,0.27,0,1.92,25.43,0.55,0,0.09,9.42,0.37,1.01,0,0,0,0,10.79,9.6,5.58,3.2,14.91,3.02,0.18,0.73,0.09,0.55,1.28,0.64,1.65,1.37,0,0,0.09,0.09,0.09,0,0,0,0,0,0,0,1.01,0.91,0.27,0.46,0.27,0.18,0.73,0.25,0.55,16.74,5.58,0.333,1.46,7.5,7.77,0.73,0.09,0,0.27,1.28,0.18,0,40.98,0.37,3.29,17.47,21.49,6.68,40.43,1.28,2.01,0.636,1.46,0.27,24.6,65.95,28.17,1.46,0.37,0.18,4.3,3.2,62.56,30.64,0.49,8.05,0,2.84,1.92,0.73,0,0,0,6.22,4.39,6.68,0.397,0.8
37,Defender,34,Ahmed Elmohamady,0,0,0,0,0,0.22,0,0.06,0.06,0.07,0.12,1.01,0.11,0.111,0,0,11.2,0,0.05,-0.06,-0.06,48.09,61.8,0.778,925.96,388.99,20.11,21.8,0.923,20.56,26.52,0.775,6.97,12.13,0.574,1.35,3.82,2.81,0.9,5.28,49.55,12.25,1.69,0,7.42,1.57,3.26,0,0,0,0,29.1,16.74,15.96,0.56,44.94,3.82,10.56,0.34,0.11,1.01,1.57,1.12,2.13,1.91,0,0,0.11,0,0.11,0,0,0,0,0,0,0,1.91,1.35,1.12,0.34,0.45,0.56,0.79,0.714,0.22,7.87,3.03,0.386,4.04,2.81,1.01,1.57,0.45,0,3.03,4.94,3.6,0,71.91,4.72,23.6,29.78,21.91,1.24,60,0.45,0.56,0.8,0.45,0,36.29,164.94,92.02,4.72,1.69,0.22,0.11,0.79,41.57,38.88,0.935,1.8,0,0.79,0.22,0,0,0,0,9.66,3.03,1.01,0.75,0.8
64,Defender,31,Alessandro Tuia,0.06,0,0.06,0,0,0.36,0,0.02,0.02,0.01,0.02,0.36,0.06,0.167,0.17,1,9.3,0,0.06,0.04,0.04,30.62,38.84,0.788,698.62,240.87,7.27,7.98,0.91,16.56,19.18,0.863,6.19,10.48,0.591,0.06,1.67,0.18,0,1.37,34.9,3.93,1.43,0.06,3.45,1.43,0.06,0,0,0,0,25.85,2.44,10.54,4.77,29.9,1.43,2.32,0.06,0.24,0.71,0.42,0.77,0.36,0.24,0,0,0.06,0,0.06,0,0,0,0,0,0,0,2.5,1.43,2.14,0.3,0.06,0.95,1.49,0.64,0.54,11.91,4.41,0.37,8.87,2.74,0.3,1.19,0.42,0,1.67,4.17,5.54,0.06,50.63,8.82,31.21,21.09,1.19,0.66,46.76,0.18,0.3,0.6,0.18,0,26.21,141.16,76.24,1.31,0.06,0,0.3,0.18,29.66,29.19,0.984,0,0,1.49,0.36,0,0,0.12,0,5.72,1.37,0.83,0.622,0.8
197,Midfielder,21,Azzedine Ounahi,0.23,0,0.23,0,0,0.23,0,0.12,0.12,0.1,0.21,1.62,0.23,0.143,0.14,1,20.6,0,0.07,0.12,0.12,41.58,48.65,0.855,675.29,181.74,20.15,23.05,0.874,16.56,17.95,0.923,3.36,4.98,0.674,1.16,4.75,1.04,0.12,4.52,48.07,0.58,0.46,0,10.66,0.35,0.46,0,0,0,0,42.39,3.59,2.66,2.78,44.36,0.81,0.12,0.23,0,0.46,2.08,1.62,2.9,2.2,0,0.23,0.12,0.23,0.12,0.23,0.12,0,0,0,0.12,0,3.36,2.55,1.62,1.62,0.12,1.04,2.66,0.391,1.62,22.82,6.25,0.274,6.49,11.93,4.4,1.62,0,0,1.74,5.1,0.58,0,63.47,0.81,11.24,39.15,19.46,1.39,63.01,1.62,3.71,0.438,1.97,0.23,49.69,266.53,137.49,6.25,2.2,0.23,1.85,2.43,52.93,47.95,0.906,3.71,0,1.39,1.62,0,0.12,0,0,6.83,0.46,1.27,0.267,0.8
231,Midfielder,20,Boubacar TraorÃ©,0.18,0,0.18,0,0,0.36,0,0.04,0.04,0.02,0.05,1.26,0.36,0.286,0.14,0.5,30,0,0.03,0.14,0.14,39.88,49.94,0.799,796.53,162.04,14.19,17.78,0.798,19.58,22.63,0.865,5.39,8.08,0.667,0.54,3.41,0.36,0,3.59,48.5,1.44,1.44,0,9.7,2.16,0,0,0,0,0,39.88,4.13,5.93,2.16,44.55,1.8,0,0.72,0,1.8,1.98,1.62,1.62,1.62,0,0,0,0,0,0,0,0,0,0,0,0,2.16,1.62,0.36,1.62,0.18,0.72,2.16,0.333,1.44,26.95,6.47,0.24,7.19,16.17,3.59,1.8,0.18,0,1.62,3.77,0.9,0,61.08,1.44,13.11,43.29,8.98,0.18,60,1.26,1.62,0.778,1.44,0.18,42.22,222.93,104.37,5.75,1.44,0,1.44,1.26,45.45,40.6,0.893,1.62,0,3.77,1.08,0,0,0,0,10.78,0.9,0.9,0.5,0.8
266,Defender,28,Carlos Akapo,0.09,0,0.09,0,0,0.37,0,0.05,0.05,0.03,0.07,0.46,0.18,0.4,0.2,0.5,22.6,0,0.09,0.05,0.05,25.94,37.85,0.685,512.4,201.78,9.69,11.72,0.827,11.72,15.88,0.738,3.97,8.68,0.457,0.37,1.38,0.74,0.37,1.57,27.6,10.25,1.02,0,4.62,1.29,1.75,0,0,0,0,17.17,10.15,10.52,2.4,22.89,2.58,9.23,0,0.18,1.66,1.11,2.31,0.92,0.65,0.09,0.18,0,0,0,0.09,0.09,0,0,0,0,0,2.77,1.11,2.03,0.74,0,1.11,2.03,0.545,0.92,14.68,4.15,0.283,8.22,5.26,1.2,2.4,0.09,0,2.12,4.89,3.51,0,49.66,3.6,19.2,21.69,11.54,0.37,39.78,1.02,1.2,0.846,1.02,0,22.34,132.37,71.17,3.69,1.29,0.09,0.83,0.37,22.52,19.75,0.877,1.48,0,1.2,1.02,0,0,0.09,0,7.48,1.57,1.11,0.586,0.8
294,Foward,27,Christian Gebauer,0.15,0.15,0.15,0,0,0,0,0.24,0.24,0.09,0.33,1.2,0.45,0.375,0.13,0.33,13.7,0,0.2,-0.09,-0.09,16.02,24.71,0.648,250.98,100.78,8.84,10.93,0.808,4.94,7.34,0.673,1.5,3.89,0.385,1.35,0.9,0.6,0.15,2.7,23.81,0.9,0.3,0,4.94,0.6,1.05,0.15,0,0,0,12.88,5.24,6.59,3,17.82,2.25,0.45,0.45,0.15,0.75,0.6,1.05,1.95,1.8,0,0,0.15,0,0,0.15,0.15,0,0,0,0,0,1.65,0.75,0.45,0.9,0.3,0.3,1.5,0.2,1.2,19.32,5.24,0.271,5.24,8.24,5.84,1.2,0.15,0,1.05,2.7,2.55,0,34.89,3,8.69,14.83,13.63,2.85,34.14,0.45,0.9,0.5,0.45,0,19.17,103.03,47.32,2.25,0.75,0.3,1.05,1.2,33.24,19.02,0.572,4.34,0,1.05,1.35,0,0,0.15,0,8.54,1.2,3,0.286,0.8
311,Defender,34,Coke,0,0,0,0,0,0.12,0,0.05,0.05,0.04,0.08,1.2,0.24,0.2,0,0,17.5,0.12,0.04,-0.05,-0.05,39.1,47.65,0.821,762.35,285.88,15.4,17.57,0.877,17.81,20.21,0.881,5.66,8.3,0.681,0.48,1.93,1.2,0.12,4.45,41.27,6.38,0.72,0,6.38,1.32,0.72,0,0,0,0,27.79,10.59,9.26,5.05,33.81,2.29,5.66,0.24,0,1.32,1.93,1.44,1.08,0.84,0,0.12,0.12,0,0,0,0,0,0,0,0,0,2.17,1.08,1.32,0.48,0.36,1.08,2.89,0.375,1.8,14.68,3.49,0.238,7.7,4.57,2.41,1.44,0,0,1.44,3.61,3.85,0,59.2,5.29,25.51,25.63,10.95,1.08,53.3,0.6,0.96,0.625,0.6,0,32.85,150.76,73.4,3.37,0.96,0.12,0.48,0.24,38.74,34.89,0.901,1.08,0,1.56,0.96,0,0,0.12,0,7.94,1.44,2.29,0.387,0.8
503,Foward,34,Fabian Klos,0.22,0.06,0.12,0.09,0.12,0.09,0,0.34,0.25,0.12,0.36,2.24,0.78,0.347,0.06,0.16,14.9,0,0.11,-0.12,-0.12,15.74,28.58,0.551,248.08,69.23,8.83,13.5,0.654,4.94,9.86,0.502,1.34,3.05,0.439,1.03,1.87,0.65,0.09,2.71,27.49,1.09,0.06,0.06,11.76,0.75,1.09,0.03,0,0,0,10.39,9.3,8.89,3.02,13.37,4.38,0.16,0.81,0.25,0.84,1.21,0.56,1.93,1.55,0,0.09,0.16,0.09,0.03,0.16,0.12,0,0.03,0,0,0,0.75,0.31,0.28,0.31,0.16,0.22,1.06,0.206,0.84,17.01,4.7,0.276,1.59,8.33,7.09,0.72,0.16,0.03,0.47,1.21,1.28,0,39.71,1.43,3.51,19.25,18.38,5.01,38.5,0.47,0.9,0.517,0.47,0,17.17,69.16,29.08,1.8,0.34,0.31,2.61,1.31,54.55,29.64,0.543,5.69,0,1.87,1.55,0.31,0,0,0,4.88,8.15,7.74,0.513,0.8
509,Midfielder,34,Fabien Lemoine,0.04,0.04,0.04,0,0,0.33,0,0.04,0.04,0.06,0.1,0.63,0.13,0.2,0.07,0.33,19.7,0.04,0.06,0,0,59.17,67.46,0.877,1123.38,281.96,23.17,25.33,0.914,26.38,28.71,0.919,8.21,10.92,0.752,0.79,4,0.5,0.13,4.71,65.63,1.83,1.58,0.04,12.13,1.92,0.42,0.04,0,0.04,0,50.25,8.13,9.08,8.33,55.54,2.29,0.17,0.25,0.08,1,1.67,1.25,1.33,1.21,0.08,0,0,0,0.04,0.04,0.04,0,0,0,0,0,3.21,2.21,1.5,1.46,0.25,1.17,3.67,0.318,2.5,25.29,7.38,0.292,10.63,12.42,2.25,1.42,0.17,0,1.58,4.79,2.04,0,77.75,3.21,21.42,49.71,10.63,0.96,76.17,0.46,0.92,0.5,0.5,0,50.63,210.67,88.96,3.58,1.17,0.13,0.88,0.63,58.67,54.46,0.928,0.79,0,2.13,1.42,0,0,0.08,0,11.75,1.33,1.21,0.525,0.8
526,Defender,34,Federico Fazio,0.18,0,0.18,0,0,0.36,0,0.04,0.04,0,0.04,0.73,0.36,0.5,0.25,0.5,10.7,0,0.05,0.15,0.15,64.05,73.13,0.876,1250.38,381.05,24.68,27.22,0.907,29.76,31.94,0.932,9.07,12.88,0.704,0,5.63,0.54,0,4.54,71.31,1.81,1.45,0.36,7.8,2.36,0.54,0,0,0,0,57.88,5.81,9.44,11.98,56.25,2.18,0.36,0,0,0.91,2.54,0.91,0.54,0.18,0,0,0.36,0,0,0,0,0,0,0,0,0,0.91,0.73,0.54,0.36,0,0.18,0.36,0.5,0.18,8.53,2.9,0.34,4.17,3.63,0.73,1.63,0.73,0.18,0.91,1.81,6.53,0.18,84.74,11.25,35.93,47.54,8.17,1.27,82.92,0.54,0.73,0.75,0.54,0,54.62,339.31,219.92,7.44,1.63,0,0.54,0.18,64.05,62.78,0.98,0.18,0,1.09,0.54,0,0,0.18,0,9.07,4.54,1.63,0.735,0.8
572,Defender,27,Franco Russo,0.1,0,0.1,0,0,0.29,0,0.02,0.02,0,0.02,0.48,0.19,0.4,0.2,0.5,11.3,0,0.03,0.08,0.08,32,39.9,0.802,741.71,273.24,8,9.81,0.816,16.29,18.38,0.886,7.14,10.86,0.658,0,1.71,0,0,2.67,37.14,2.76,2.29,0,5.52,1.24,0,0,0,0,0,25.71,3.9,10.29,4.67,30.38,3.33,0.1,0.19,0,0.86,0.86,1.14,0.29,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,1.43,1.05,0.86,0.48,0.1,0.19,0.86,0.222,0.67,7.14,2.48,0.347,4.29,2.67,0.19,2.19,1.05,0,2.29,3.71,4.67,0.1,51.33,8.57,28.57,23.33,2,1.24,48.67,0.38,0.67,0.571,0.38,0.1,25.05,154.76,67.81,1.9,0.19,0,0.48,0,29.14,27.33,0.938,0.19,0,1.05,0.67,0.1,0,0,0,9.24,2,1.81,0.525,0.8
602,Defender,34,GermÃ¡n SÃ¡nchez,0.09,0.03,0.09,0,0,0.4,0.03,0.05,0.05,0,0.06,0.48,0.17,0.353,0.18,0.5,9.4,0,0.11,0.03,0.03,25.86,32.39,0.798,599.71,197.91,6.3,6.76,0.933,12.89,14.45,0.892,6.16,10.33,0.596,0.03,1.45,0.09,0,1.39,30.49,1.9,1.7,0.03,3.8,0.97,0,0,0,0,0,21.58,2.67,8.15,4.51,24.93,1.62,0.11,0.06,0.11,0.77,0.45,0.54,0.28,0.17,0.03,0,0.06,0.03,0,0.03,0.03,0,0,0,0,0,0.94,0.45,0.62,0.28,0.03,0.43,1.02,0.417,0.6,5.88,2.02,0.343,2.98,2.64,0.26,1.28,0.74,0,1.28,2.21,7.18,0.09,43.64,7.92,25.41,18.65,1.45,0.71,41.82,0.06,0.09,0.667,0.06,0,21.15,97.1,46.42,0.74,0.06,0,0.11,0.03,24.47,23.11,0.944,0.31,0,1.05,1.19,0.11,0,0,0,7.24,2.9,2.41,0.545,0.8
632,Defender,33,Gonzalo VerdÃº,0,0.07,0,0,0,0.5,0,0.02,0.02,0.05,0.07,0.4,0.1,0.25,0,0,12.4,0.07,0.06,-0.02,-0.02,40.43,46.26,0.874,989.67,326.44,7.94,8.51,0.933,22.78,23.61,0.965,9.58,13.73,0.698,0.17,1.98,0.17,0.03,1.84,44.08,2.18,2.14,0.07,3.82,1.34,0.13,0,0,0,0,35.27,2.28,8.71,3.42,40.73,1.24,0,0.03,0.1,0.87,0.4,0.57,0.44,0.33,0.03,0,0.07,0,0,0.07,0.07,0,0,0,0,0,1,0.74,0.8,0.2,0,0.33,0.84,0.4,0.5,7.8,3.01,0.386,4.76,2.55,0.5,1.21,0.64,0,1.47,2.48,5.16,0.03,55.5,8.17,33.73,23.48,1.04,0.6,53.49,0.27,0.3,0.889,0.27,0.03,33.13,170.62,82.53,1.51,0.03,0,0.17,0.1,38.52,37.78,0.981,0.03,0,1.44,1.14,0.03,0,0.13,0,5.76,2.38,1.51,0.612,0.8
742,Foward,28,Jairo Izquierdo,0.09,0,0.09,0,0,0.27,0,0.06,0.06,0.08,0.15,0.53,0.18,0.333,0.17,0.5,16.7,0,0.12,0.03,0.03,25.61,34.42,0.744,421.9,144.96,13.07,15.65,0.835,9.43,11.65,0.809,2.4,5.25,0.458,0.71,1.6,0.71,0.36,1.6,30.06,4.36,0.27,0,6.05,1.07,1.78,0.44,0.18,0.27,0,20.54,7.74,6.14,27.12,2.31,0.98,3.65,0.09,0,0.98,0.98,1.25,1.25,0.89,0.18,0,0,0.09,0.09,0,0,0,0,0,0,0,1.78,0.44,0.89,0.53,0.36,0.8,3.02,0.265,2.22,13.43,3.47,0.258,5.42,5.6,2.4,1.33,0.09,0,1.16,2.93,0.89,0,43.93,2.4,11.38,21.97,14.76,0.89,39.58,1.07,1.78,0.6,1.25,0.09,28.37,204.55,131.89,5.42,1.96,0.36,1.33,1.25,32.46,24.9,0.767,2.4,0,0.71,1.25,0.09,0,0,0,8.63,0.53,1.07,0.333,0.8
838,Defender,34,John Boye,0.05,0.09,0.05,0,0,0.23,0.05,0.06,0.06,0.01,0.07,0.36,0.09,0.25,0.13,0.5,8.3,0,0.17,-0.01,-0.01,29.97,34.62,0.866,635.15,193.18,8.85,9.62,0.919,16.1,17.33,0.929,4.93,7.25,0.679,0.14,0.73,0,0,0.78,33.44,1.19,0.78,0,2.74,1.92,0,0,0,0,0,26.37,3.42,4.84,6.3,25.73,1.78,0.41,0,0.05,0.82,0.32,2.1,0.46,0.32,0,0,0.09,0,0.05,0.09,0.09,0,0,0,0,0,2.24,1.32,1.64,0.5,0.09,1.09,2.46,0.444,1.37,12.54,4.56,0.364,7.75,4.38,0.41,2.6,0.5,0,2.19,4.42,5.84,0.05,47.94,7.21,29.6,18.88,1,0.46,46.85,0.14,0.14,1,0.14,0,24.91,85.89,30.33,0.14,0.05,0,0.32,0.59,26.27,25.5,0.97,0,0.05,1.55,0.55,0.05,0,0,0.05,7.12,1.46,1.14,0.561,0.8
865,Midfielder,30,Jordan MariÃ©,0,0,0,0,0,0.09,0,0.03,0.03,0.03,0.06,0.65,0.09,0.143,0,0,22.5,0,0.05,-0.03,-0.03,42.51,49.9,0.852,817.48,153.3,18.02,20.51,0.878,17.28,19.96,0.866,6.28,7.48,0.84,0.18,3.7,0.28,0,2.68,49.53,0.37,0.37,0.09,7.85,2.22,0.46,0,0,0,0,36.04,5.45,8.41,5.36,41.49,2.13,0,0.37,0,0.92,1.39,0.92,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,2.13,1.76,0.55,1.48,0.09,0.83,2.86,0.29,2.03,24.49,6.93,0.283,6.47,14.88,3.14,1.11,0.18,0,1.48,3.6,0.83,0.18,57.47,1.85,13.49,39.09,7.85,0.18,57.1,0.65,0.92,0.7,0.65,0.18,35.85,116.52,48.42,1.85,0.37,0,0.74,1.02,44.91,40.75,0.907,1.57,0,0.65,0.46,0,0,0,0,9.61,0.83,0.74,0.529,0.8
1009,Defender,33,Leon Balogun,0.15,0,0.15,0,0,0.6,0.15,0.08,0.08,0,0.08,0.91,0.45,0.5,0.17,0.33,9.7,0,0.08,0.08,0.08,41.38,50.44,0.82,798.22,291.75,17.97,19.33,0.93,16.91,20.08,0.842,6.04,9.06,0.667,0.15,1.51,0.15,0.15,2.57,47.42,3.02,1.21,0,5.74,0.45,0.3,0,0,0,0,37.15,4.83,8.46,8.46,36.24,2.27,1.81,0,0.3,0.15,1.06,0.76,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,2.42,1.21,1.66,0.45,0.3,0.6,1.66,0.364,1.06,13.44,4.23,0.315,6.19,6.34,0.91,1.21,0.45,0,1.81,4.23,3.17,0,62.21,7.55,33.67,25.97,7.1,1.06,59.35,0.45,0.76,0.6,0.45,0,38.2,230.44,118.69,1.51,0.3,0,0.15,1.51,40.92,38.66,0.945,0.3,0.15,1.21,1.06,0,0,0,0.15,10.27,3.78,1.21,0.758,0.8
1092,Midfielder,37,Makoto Hasebe,0,0,0,0,0,0.1,0,0.01,0.01,0.01,0.02,0.07,0.03,0.5,0,0,21.6,0,0.09,-0.01,-0.01,58.96,66.97,0.88,1234.49,364.78,18.32,20.32,0.902,29.15,31.49,0.926,10.55,13.54,0.779,0.28,5.12,0.58,0.07,5.5,64.15,2.82,2.68,0.07,8.77,1.51,0.1,0.03,0.03,0,0,51.36,6.26,9.35,11.62,50.78,3.03,0.07,0.21,0.1,0.83,1.27,1.07,1.38,1.2,0.03,0,0,0.07,0.07,0.03,0.03,0,0,0,0,0,2.41,1.72,1.17,1.07,0.17,1.1,2.44,0.451,1.34,14.3,5.29,0.37,6.43,6.74,1.13,1.55,0.48,0,1.79,4.19,2.85,0.03,76.35,6.53,31.59,45.65,5.4,0.1,73.67,0.21,0.34,0.6,0.21,0,47.92,284.61,178.59,5.29,1.31,0,0.34,0.52,51.91,50.47,0.972,1.03,0,1.13,1.13,0,0,0,0,12.79,1.72,1.86,0.481,0.8
1096,Midfielder,35,Manu GarcÃ­a,0,0,0,0,0,0.73,0.09,0.05,0.05,0.03,0.08,0.91,0.18,0.2,0,0,17.8,0,0.06,-0.05,-0.05,22.61,31.46,0.719,410.79,89.27,9.85,12.49,0.788,9.39,12.77,0.736,2.46,4.19,0.587,0.46,2.46,0.18,0.09,2.1,30.55,0.91,0.36,0,7.02,0.73,0.55,0,0,0,0,19.42,4.19,7.84,16.96,8.75,2.92,0.27,0.27,0.09,0.64,1.09,1.64,0.91,0.64,0,0,0,0.18,0.09,0.09,0,0,0,0,0.09,0,1.91,1.28,0.46,1.28,0.18,0.46,2.37,0.192,1.91,18.51,5.29,0.286,5.29,11.4,1.82,1.82,0.18,0,1,2.92,2.37,0,41.4,1.64,8.48,28.09,5.93,1.09,40.49,0.18,0.18,1,0.18,0,22.43,81.16,32.92,1.19,0.36,0,0.64,0.73,29.36,24.53,0.835,3.01,0.09,2.1,2.55,0.09,0,0,0,8.3,3.47,2.64,0.567,0.8
1306,Defender,27,Naomichi Ueda,0,0,0,0,0,0,0,0.01,0.01,0.06,0.08,0.25,0.13,0.5,0,0,7.8,0,0.05,-0.01,-0.01,35.19,43.92,0.801,874.18,276.71,6.33,6.71,0.943,19.49,20.63,0.945,8.73,15.82,0.552,0.63,2.78,0.51,0.13,2.66,41.9,2.03,1.77,0.25,3.16,2.15,0.13,0,0,0,0,31.39,2.15,10.38,4.68,37.59,1.27,0,0.25,0.25,1.77,0.63,0.63,0.89,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.25,0.51,0.13,0.13,0.38,0.89,0.429,0.51,5.19,1.77,0.341,3.54,1.52,0.13,1.52,0.89,0,1.14,1.9,6.84,0,54.18,10.38,35.82,21.77,1.01,0.51,52.28,0.13,0.25,0.5,0.25,0,34.68,248.35,151.39,3.54,0,0,0.25,0,36.33,35.57,0.979,0,0,0.38,0.38,0.13,0,0,0,6.2,1.52,0.76,0.667,0.8
1352,Defender,29,Norbert GyÃ¶mbÃ©r,0,0,0,0,0,0.22,0,0.01,0.01,0,0.01,0.43,0.07,0.167,0,0,14.4,0,0.03,-0.01,-0.01,30.36,38.26,0.794,675.94,248.19,10.07,11.59,0.869,13.41,16.01,0.837,6.74,10.43,0.646,0.07,2.54,0.29,0.22,2.68,33.19,5.07,1.52,0,3.33,1.09,0.72,0,0,0,0,22.03,5.14,11.09,3.33,27.61,2.17,3.41,0.36,0.14,0.72,0.8,0.94,0.43,0.29,0,0,0.07,0,0.07,0,0,0,0,0,0,0,1.81,1.01,1.45,0.36,0,1.16,1.88,0.615,0.72,9.06,2.1,0.232,5.58,2.83,0.65,2.03,1.09,0.07,1.52,3.33,4.49,0.14,48.84,8.33,25.8,20.8,3.99,0.65,43.91,0.07,0.07,1,0.07,0,23.77,136.45,51.59,1.09,0.14,0,0.36,0.07,25.65,25.07,0.977,0.14,0,1.38,0.58,0,0,0.07,0,7.97,2.17,0.8,0.732,0.8
1381,Defender,32,Ãscar Duarte,0.04,0,0.04,0,0,0.08,0,0.05,0.05,0.02,0.07,0.35,0.15,0.444,0.11,0.25,8.9,0,0.15,-0.01,-0.01,43.6,49.85,0.875,995.6,310.11,10.81,11.66,0.928,22.47,23.81,0.944,9.74,13.5,0.722,0.15,1.88,0,0,2.07,47.78,2.07,1.65,0.04,4.83,1.76,0.08,0,0,0,0,36.43,3.6,9.82,10.55,35.32,2.38,0.08,0.23,0.15,0.42,0.65,0.58,0.31,0.23,0.04,0,0.04,0,0,0.04,0.04,0,0,0,0,0,1.15,0.73,0.81,0.31,0.04,0.42,1,0.423,0.58,8.01,2.8,0.349,4.06,3.6,0.35,1.34,0.77,0.04,1.3,2.45,7.75,0.04,61.7,11.58,37.08,26.61,1.15,0.65,59.67,0.12,0.15,0.75,0.12,0,34.32,169.26,87.7,1.76,0.08,0,0.08,0.15,40.46,39.38,0.973,0.12,0,1.42,0.27,0.08,0,0.04,0,8.01,3.72,2.03,0.647,0.8
1385,Midfielder,33,Ãscar Trejo,0.3,0.69,0,0.3,0.3,0.59,0,0.28,0.05,0.3,0.36,0.89,0.4,0.444,0,0,29,0,0.06,0.02,-0.05,30.5,40.79,0.748,543.27,161.49,14.95,17.72,0.844,10.89,13.27,0.821,3.96,7.82,0.506,2.57,3.17,1.49,0.1,3.76,34.65,6.14,2.28,0.2,7.92,1.49,1.88,2.77,1.78,0.4,0.3,26.63,5.15,9.01,2.38,35.05,1.68,0.1,0.4,0.4,0.59,1.29,1.58,4.16,2.28,1.09,0.1,0.2,0.3,0.2,0.79,0.69,0,0,0,0,0.1,1.88,1.39,0.59,0.79,0.5,0.59,1.88,0.316,1.29,24.46,5.25,0.215,4.06,12.77,7.62,1.58,0,0,0.69,2.57,0.5,0,54.06,0.59,5.94,28.81,22.28,2.67,48.32,2.57,4.36,0.591,2.87,0.4,36.14,177.13,86.73,4.85,2.08,0.59,1.68,2.38,44.06,36.04,0.818,5.45,0,2.48,3.27,0.2,0,0,0,6.83,1.19,1.88,0.387,0.8
1446,Defender,35,Peter PekarÃ­k,0.05,0.05,0.05,0,0,0.15,0,0.03,0.03,0.05,0.08,0.41,0.1,0.25,0.13,0.5,19.7,0,0.07,0.03,0.03,40.59,49.67,0.817,737.6,260.21,17.86,19.43,0.919,18.37,21.31,0.862,4.16,7.66,0.543,0.51,2.49,0.46,0.15,3.4,39.98,9.69,0.81,0,5.28,0.66,1.67,0.05,0,0,0,28.77,11.47,9.44,1.72,35.36,2.84,8.83,0.25,0.3,0.91,1.07,1.78,1.17,1.01,0.05,0,0,0.1,0,0.05,0.05,0,0,0,0,0,1.72,0.56,1.22,0.36,0.15,1.01,1.98,0.513,0.96,10.4,2.89,0.278,5.02,3.81,1.57,2.28,0.51,0,1.22,2.94,2.44,0,59.36,4.11,20.85,26.69,15.52,0.81,49.92,0.46,0.66,0.692,0.46,0,31.15,192.02,97.66,3.96,1.37,0.1,0.71,0.51,35.77,33.13,0.926,1.62,0,1.12,0.96,0.05,0,0,0,7.56,1.07,0.96,0.525,0.8
