,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
1863,Midfielder,27,Yannick Gerhardt,0.08,0.19,0.08,0,0,0.08,0,0.16,0.16,0.18,0.33,1.23,0.34,0.281,0.06,0.22,14.6,0,0.13,-0.08,-0.08,29,38.74,0.749,505.86,152.53,12.34,15.79,0.782,12.38,15.44,0.801,3.22,5.13,0.627,1.15,2.57,0.84,0.27,3.1,35.94,2.8,0.31,0.11,7.28,0.54,1.53,0.31,0.19,0.08,0,25.63,6.55,6.55,24.33,8.93,2.26,1.72,0.31,0.23,0.8,1.38,1.69,1.95,1.42,0.11,0.08,0.23,0.11,0,0.38,0.27,0,0,0.08,0.04,0,2.72,1.72,0.92,1.46,0.34,0.61,1.95,0.314,1.34,24.9,8.58,0.345,6.02,12.68,6.21,1.72,0.04,0,0.88,3.6,1.26,0,51.3,1.42,10.23,27.28,16.78,3.07,48.62,0.69,1.23,0.563,0.8,0.04,29.96,158.97,84.29,4.1,1.11,0.5,1.49,1.88,42.8,32.03,0.748,5.25,0,1.3,1.42,0.19,0,0,0,8.39,1.49,2.07,0.419,7
188,Midfielder,19,Aster Vranckx,0,0,0,0,0,0,0,0.04,0.04,0.1,0.13,1.13,0.38,0.333,0,0,23.9,0.13,0.03,-0.04,-0.04,25.41,32.8,0.775,497.69,112.03,10.64,12.27,0.867,10.51,12.27,0.857,3.88,6.38,0.608,0.75,3.63,0.88,0.25,1.63,31.04,1.75,0.63,0,6.76,2,1.63,1,0.75,0,0.13,22.03,5.38,5.38,5.51,24.16,1.25,0,0.38,0,1.38,1.25,1.63,1.13,0.5,0.25,0.13,0.13,0.13,0,0,0,0,0,0,0,0,2.75,1.38,1.25,1,0.5,1.13,2.5,0.45,1.38,21.28,7.76,0.365,7.26,10.51,3.5,1.88,0.25,0,1.5,4.26,1.13,0,47.82,1.88,10.64,26.54,13.52,0.88,46.06,2,3.38,0.593,2.38,0.25,31.79,138.69,59.08,3,0.75,0,2.13,1.63,33.67,28.66,0.851,2.75,0,2.25,2.13,0.13,0,0,0,9.01,1.75,1.25,0.583,6.8
129,Foward,21,Andreas Skov Olsen,0.06,0.25,0.06,0,0,0.06,0,0.2,0.2,0.13,0.33,1.83,0.5,0.276,0.03,0.13,17.9,0.13,0.11,-0.14,-0.14,33.89,43.93,0.772,543.85,152.8,17.8,20.13,0.884,12.18,15.15,0.804,2.97,6.31,0.47,1.51,1.2,0.88,0.57,2.78,40.52,3.41,0.57,0,6.12,1.33,3.28,1.64,0.69,0.13,0.13,31.12,6,6.82,28.15,12.18,1.96,1.2,0.25,0.19,0.88,1.45,1.83,2.9,2.21,0.38,0.19,0.06,0.06,0,0.32,0.25,0.06,0,0,0,0,1.26,0.76,0.63,0.5,0.13,0.5,1.51,0.333,1.01,14.45,2.71,0.188,5.87,4.92,3.66,1.83,0,0,0.5,1.77,1.7,0,56.42,1.89,10.6,23.67,26.51,4.1,53.14,0.95,2.65,0.357,1.07,0,39.38,218.5,126.29,6.88,1.96,1.33,1.39,1.01,51.37,41.15,0.801,3.66,0,0.82,1.58,0.06,0,0,0,5.68,0.32,0.88,0.263,6.5
222,Foward,23,Beto,0.5,0,0.5,0,0,0.08,0,0.45,0.45,0.07,0.52,2.77,1.09,0.394,0.18,0.46,12.7,0,0.16,0.05,0.05,10.59,15.63,0.677,153.03,27.4,6.22,8.4,0.74,3.11,4.87,0.638,0.59,1.09,0.538,0.76,0.67,0.34,0,0.84,14.12,1.51,0,0,5.55,0.08,0.42,0,0,0,0,9.08,3.61,2.94,1.18,10.08,0.76,0.17,0.59,0,0,0.84,0.67,2.02,1.43,0,0.25,0.34,0,0,0.08,0,0,0.08,0,0,0,0.84,0.42,0.17,0.42,0.25,0.08,0.25,0.333,0.17,15.38,3.95,0.257,0.84,7.14,7.4,0.76,0.08,0,0.34,1.18,0.92,0,30.34,1.18,2.61,15.21,15.21,4.96,28.82,2.02,3.45,0.585,2.18,0.17,19.16,82.27,48.07,2.52,1.09,0.34,3.95,2.18,43.36,20.67,0.477,5.38,0,2.1,1.01,0.34,0,0,0,4.37,3.45,4.62,0.427,6.5
459,Foward,20,El Bilal TourÃ©,0.2,0.13,0.2,0,0,0.26,0,0.18,0.18,0.05,0.23,1.89,0.72,0.379,0.1,0.27,10.9,0,0.1,0.01,0.01,16.97,23.87,0.711,225.39,34.21,10.6,13.53,0.784,5.07,7.41,0.684,0.33,0.85,0.385,0.65,1.04,0.26,0.07,0.85,23.02,0.85,0,0.07,7.8,0.26,0.26,0,0,0,0,14.37,6.11,3.38,4.81,12.62,2.15,0,0.72,0.07,0.59,0.52,1.11,1.24,0.91,0,0.07,0.2,0.07,0,0.2,0.07,0,0,0.13,0,0,1.63,0.78,0.26,1.04,0.33,0.39,0.85,0.462,0.46,17.49,4.16,0.238,2.54,8.19,6.76,1.3,0.2,0,0.59,2.21,1.11,0.07,36.09,1.76,4.55,18.79,15.02,3.84,35.25,0.59,1.56,0.375,0.72,0.07,19.38,91.5,46.43,2.08,0.98,0.2,2.54,1.43,52.48,25.49,0.486,5.79,0,2.41,1.11,0.85,0,0,0,4.03,4.49,6.44,0.411,6.5
559,Defender,24,FodÃ© Ballo-TourÃ©,0,0.24,0,0,0,0.36,0,0.07,0.07,0.08,0.16,0.48,0.24,0.5,0,0,14.5,0,0.15,-0.07,-0.07,42.28,52.07,0.812,701.76,199.57,19.21,21.14,0.909,19.69,23.92,0.823,2.66,4.95,0.537,0.85,1.93,1.21,0.6,3.14,42.64,9.42,0.97,0,5.8,0.97,3.02,0,0,0,0,34.07,10.63,7.37,36.24,4.71,1.57,8.46,0.24,0.24,0.24,0.97,1.69,1.81,1.45,0,0,0,0.24,0.12,0.48,0.36,0,0,0,0.12,0,4.23,3.14,2.17,1.93,0.12,0.97,1.69,0.571,0.72,18,6.77,0.376,6.4,7.73,3.87,1.81,0.12,0.12,1.09,5.32,1.57,0,64.99,1.69,15.34,30.81,22.71,3.02,55.81,1.09,2.17,0.5,1.09,0.24,38.42,221.19,126.72,5.8,1.45,0.48,1.57,1.69,43.37,36.85,0.85,6.28,0,2.17,1.57,0,0.12,0.12,0,8.82,1.57,2.17,0.419,6.5
685,Foward,23,Ianis Hagi,0.35,0.35,0.35,0,0,0.18,0,0.35,0.35,0.46,0.79,2.1,1.23,0.583,0.17,0.29,18.3,0,0.16,0,0,31.34,39.57,0.792,485.89,122.92,17.68,20.84,0.849,10.16,12.78,0.795,2.28,4.2,0.542,1.75,2.28,1.75,0.35,4.03,38.17,1.4,0.53,0.18,8.05,0.88,0.7,0.35,0,0,0,28.37,4.03,7.18,21.19,15.76,1.23,0.53,0,0.18,0.53,0.88,1.23,3.68,2.63,0,0.18,0.18,0.53,0.18,0.7,0.7,0,0,0,0,0,0.88,0.35,0.18,0.53,0.18,0.18,1.4,0.125,1.23,16.28,5.78,0.355,2.63,8.75,4.9,1.23,0,0,0.88,1.75,0.35,0,49.73,0.7,5.78,26.26,20.84,1.93,48.33,0.18,0.53,0.333,0.18,0,35.89,158.64,85.45,4.03,1.58,0.7,2.28,1.4,49.03,38.7,0.789,4.73,0,2.45,2.1,0.35,0,0,0,5.78,1.23,1.93,0.389,6.5
852,Foward,21,Jonathan Burkardt,0.4,0.04,0.4,0,0,0,0,0.39,0.39,0.1,0.48,2.42,1.06,0.436,0.16,0.38,14,0,0.16,0.01,0.01,15.54,21.74,0.715,241.48,53.03,7.92,10.12,0.783,5.46,7.26,0.752,1.32,2.2,0.6,1.01,1.28,0.4,0.04,1.72,20.38,1.36,0,0,5.85,0.26,0.48,0,0,0,0,14.79,4.27,2.68,3.7,15.23,0.97,0.35,0.53,0.18,0.22,0.66,0.88,2.16,1.67,0,0.09,0.09,0.26,0.04,0.35,0.18,0,0.09,0,0.09,0,1.28,0.84,0.44,0.62,0.22,0.31,1.1,0.28,0.79,18,5.41,0.301,2.51,7.35,8.14,1.1,0.22,0,0.35,1.63,0.66,0,36.75,0.79,4,18.66,16.9,4.93,35.38,1.36,2.77,0.492,1.54,0,25.97,124.64,74.99,3.83,1.19,1.1,3.21,2.42,47.35,24.21,0.511,7,0,1.32,2.46,0.18,0.04,0,0,6.25,1.5,4.89,0.234,6.5
917,Defender,25,Junior Sambia,0.03,0.13,0.03,0,0,0.17,0.03,0.02,0.02,0.05,0.08,0.76,0.3,0.391,0.04,0.11,24.8,0.17,0.03,0.01,0.01,36.26,46.4,0.782,652.93,279.8,17.98,20.07,0.896,13.53,17.32,0.781,4.22,7.44,0.567,0.73,2.89,1.23,0.73,4.05,36.06,10.34,0.5,0.13,5.05,1.53,2.19,0.2,0.1,0.1,0,25.29,10.7,10.4,5.52,29.51,1.06,9.6,0,0.03,0.86,1.89,1.6,1.96,1.36,0.07,0.13,0.13,0.27,0,0.37,0.23,0.03,0,0.03,0.07,0,1.63,1.06,0.86,0.6,0.17,0.73,1.43,0.512,0.7,11.03,3.46,0.313,4.09,4.45,2.49,2.16,0.57,0,1.66,3.29,2.23,0,60.19,3.79,17.71,29.35,17.48,0.9,49.75,1.86,3.56,0.523,1.99,0.2,35.46,178.7,119.45,5.45,1.96,0.33,1.3,1.53,38.82,34.3,0.884,2.03,0.03,1,1.66,0.07,0.03,0,0,6.55,1.36,1.36,0.5,6.5
945,Defender,24,Keven Schlotterbeck,0,0,0,0,0,0.12,0,0.03,0.03,0.01,0.04,0.5,0.06,0.125,0,0,15.8,0,0.07,-0.03,-0.03,36.09,44.1,0.818,849.94,279.32,7.64,8.57,0.891,20.12,22.73,0.885,8.26,12.3,0.672,0.12,2.17,0.12,0,2.55,42.55,1.55,1.55,0,4.6,1.3,0,0,0,0,0,31.24,4.66,8.2,28.26,10.99,2.98,0,0.25,0.06,1.24,0.62,0.81,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0.75,0.75,0.87,0,0.43,1.37,0.318,0.93,9.69,3.29,0.34,5.53,3.66,0.5,1.86,1.06,0,1.43,3.04,6.4,0.06,55.47,7.83,35.09,23.48,2.05,0.81,54.1,0.19,0.25,0.75,0.19,0,32.05,169.5,104.53,1.12,0.06,0,0.37,0.06,33.35,32.36,0.97,0.37,0,1.37,1.18,0,0,0,0.06,9.32,3.17,1.86,0.63,6.5
1412,Defender,28,Patric,0.06,0,0.06,0,0,0.64,0.06,0.08,0.08,0.03,0.1,0.76,0.17,0.231,0.08,0.33,16.3,0,0.1,-0.02,-0.02,66.06,73.15,0.903,1432.74,378.94,19.41,20.68,0.938,32.3,34.45,0.938,13.65,16.97,0.805,0.41,4.76,0.7,0.17,3.14,70.3,2.85,1.57,0.12,4.24,1.63,0.87,0,0,0,0,58.8,5.98,8.37,8.19,60.89,1.98,1.28,0.17,0.06,0.7,1.1,1.34,1.22,1.05,0,0,0.12,0,0.06,0.23,0.12,0,0,0.12,0,0,1.8,0.76,1.05,0.58,0.17,0.76,1.69,0.448,0.93,12.78,3.72,0.291,6.68,5.05,1.05,1.63,0.29,0,0.99,2.79,3.14,0,81.46,7.38,33.58,45.2,7.32,0.7,78.73,0.06,0.12,0.5,0.06,0,57.99,297.02,151.99,4.13,0.93,0.06,0.46,0.17,63.22,61.65,0.975,0.46,0.06,1.98,0.64,0.17,0,0.06,0,9.18,1.28,1.28,0.5,6.5
1416,Defender,31,Patrick van Aanholt,0,0.05,0,0,0,0.05,0,0.03,0.03,0.02,0.06,0.69,0.05,0.071,0,0,23.3,0.05,0.05,-0.03,-0.03,40.82,53.16,0.768,708.6,308.81,19.31,21.86,0.883,16.46,20.73,0.794,4.13,7.76,0.532,0.54,3.24,0.64,0.1,4.52,42.05,11.1,2.16,0,6.19,1.23,1.33,0.29,0.05,0.15,0,32.91,10.46,9.78,34.29,8.6,1.13,8.65,0.29,0.64,1.28,1.72,1.23,1.28,0.74,0.39,0.1,0.05,0,0,0.1,0.05,0.05,0,0,0,0,1.92,1.28,1.18,0.69,0.05,0.64,2.16,0.295,1.52,11.45,3.93,0.343,7.17,3.24,1.03,1.62,0.39,0.1,2.06,3.98,1.92,0.05,62.78,3.78,20.39,30.46,15.08,1.28,51.88,0.49,0.98,0.5,0.49,0,34,162.31,83.86,4.52,1.18,0.29,0.93,0.64,37.09,34.29,0.925,1.97,0,0.59,0.34,0.1,0,0,0,8.4,0.44,0.34,0.563,6.5
1521,Foward,23,Ritsu Doan,0.13,0.04,0.13,0,0,0.08,0,0.18,0.18,0.14,0.32,2.56,0.63,0.246,0.05,0.2,19.1,0.25,0.07,-0.05,-0.05,18.06,28.73,0.629,314.48,131.07,9.03,10.96,0.824,5.96,8.65,0.689,2.31,6.85,0.337,1.55,1.43,1.13,0.38,3.07,23.73,5,2.65,0.04,5.5,1.51,1.89,2.02,1.09,0.63,0.04,17.01,2.77,8.95,21.84,4.2,1.34,0.25,0.13,0.17,0.67,0.76,1.68,3.15,1.47,0.71,0.55,0.17,0.25,0,0.13,0.08,0,0.04,0,0,0,1.97,1.39,0.88,0.92,0.17,0.42,1.76,0.238,1.34,21.5,6.43,0.299,5.54,9.58,6.38,1.85,0.17,0,1.01,2.98,0.29,0,44.64,0.46,5.17,20.7,23.35,3.7,40.15,2.23,4.37,0.51,2.73,0.38,30.53,155.6,93.61,5.33,2.18,0.88,2.73,2.81,45.11,27.68,0.614,5.21,0,1.34,2.35,0.17,0.04,0,0,6.47,1.09,1.93,0.361,6.5
1622,Midfielder,24,Santiago AscacÃ­bar,0.05,0,0.05,0,0,0.21,0,0.07,0.07,0.02,0.09,0.62,0.21,0.333,0.08,0.25,16.6,0,0.12,-0.02,-0.02,38.46,45.8,0.84,708.42,180.1,16.85,19.39,0.869,16.03,17.99,0.891,4.81,6.41,0.75,0.52,2.84,0.26,0,3.05,42.49,3.31,2.95,0.05,7.7,1.4,0.21,0,0,0,0,33.03,5.63,7.13,8.68,32.67,3.05,0.36,0.31,0.16,0.88,1.19,1.91,1.4,1.03,0,0.16,0.1,0.1,0,0.05,0,0,0,0.05,0,0,3.88,2.38,2.38,1.4,0.1,1.29,3.62,0.357,2.33,25.64,7.75,0.302,11.89,11.84,1.91,2.17,0.26,0,2.07,5.94,1.91,0,58.67,3.72,20.83,32.52,7.39,1.03,55.62,0.47,0.78,0.6,0.57,0.05,28.95,121.48,56.86,2.07,0.41,0.16,0.72,0.72,34.48,31.64,0.918,0.67,0,1.55,0.98,0.1,0,0,0,11.58,1.34,1.65,0.448,6.5
1680,Midfielder,29,Simone Verdi,0.14,0.21,0.14,0,0,0.28,0,0.19,0.19,0.31,0.5,2.27,0.64,0.281,0.06,0.22,22.5,0.78,0.08,-0.05,-0.05,26.47,40.53,0.653,569.88,196.68,10.72,12.92,0.83,8.59,12.63,0.68,6.53,13.41,0.487,2.84,2.63,1.14,0.64,3.34,31.87,8.66,3.27,0.14,6.67,4.76,4.05,4.33,0.78,2.77,0.14,20.51,6.53,13.49,18.67,20.02,0.92,0.5,0.14,0.28,1.14,1.06,0.43,4.19,1.63,2.06,0.14,0.28,0.07,0,0.43,0.28,0.14,0,0,0,0,1.49,1.14,0.64,0.71,0.14,0.64,1.56,0.409,0.92,15.54,4.19,0.269,5.11,6.32,4.12,0.43,0,0,0.71,2.2,0.35,0,51.03,0.78,6.32,23.71,25.06,1.42,41.74,1.63,2.63,0.622,1.77,0,32.72,215.84,118.39,5.61,2.06,0.43,1.28,1.7,41.81,31.73,0.759,4.19,0,1.35,1.77,0.35,0,0,0,5.82,0.35,1.14,0.238,6.5
1811,Midfielder,30,Victor Moses,0.17,0.52,0.17,0,0,0.17,0,0.07,0.07,0.21,0.28,1.72,0.34,0.2,0.1,0.5,24.8,0,0.04,0.1,0.1,27.19,38.89,0.699,442.6,156.42,14.11,16.86,0.837,10.67,13.59,0.785,1.89,6.88,0.275,0.86,1.55,1.2,0.34,3.1,30.8,8.09,0.17,0,6.02,0.69,2.41,0.34,0.17,0.17,0,20.48,7.74,10.67,4.65,24.61,1.38,7.57,0.34,0.17,0.86,1.89,1.2,2.93,2.07,0.17,0.17,0.17,0.17,0.17,0.86,0.69,0,0,0,0,0.17,2.75,1.55,1.72,0.86,0.17,0.86,1.03,0.833,0.17,8.26,2.24,0.271,2.93,3.61,1.72,1.72,0.52,0,1.55,4.3,1.72,0,50.42,3.79,16.18,17.9,20.13,2.75,42.85,0.86,1.55,0.556,0.86,0,29.6,163.82,102.73,5.68,1.03,1.2,1.2,1.55,33.56,27.19,0.81,2.58,0,2.75,1.2,0,0,0.17,0,6.37,1.2,0.34,0.778,6.5
1833,Defender,28,Wendell,0,0,0,0,0,0.24,0.06,0.04,0.04,0.01,0.05,0.48,0.12,0.25,0,0,19.5,0,0.08,-0.04,-0.04,59.8,69.81,0.857,1047.72,282.15,27.7,29.78,0.93,25.79,29.19,0.884,5.66,8.93,0.633,0.12,3.57,0.71,0.18,4.71,61.35,8.46,0.71,0,7.45,1.07,0.89,0,0,0,0,51.16,11.5,7.15,52.83,6.08,2.38,7.74,0.24,0.36,0.95,1.43,1.85,0.71,0.6,0,0,0.06,0,0.06,0.18,0.12,0,0,0.06,0,0,3.69,2.14,1.91,1.25,0.54,0.83,2.32,0.359,1.49,15.19,5.66,0.373,6.31,6.37,2.5,1.97,0.12,0,2.5,6.19,2.98,0,82.79,3.28,23.35,48.84,16.74,1.07,74.57,0.71,1.19,0.6,0.83,0.06,52.59,260.53,155.7,5.72,1.79,0.18,0.83,0.66,56.23,52.36,0.931,2.03,0,2.38,1.07,0.06,0,0,0,10.24,1.13,1.79,0.388,6.5
1879,Defender,28,Youssouf Sabaly,0.05,0.1,0.05,0,0,0.1,0,0.04,0.04,0.05,0.09,0.58,0.05,0.083,0.08,1,21.5,0,0.06,0.01,0.01,52.18,61.67,0.846,805.81,314.04,29.1,32.04,0.908,18.98,21.97,0.864,3.04,4.77,0.636,0.82,2.84,1.01,0.34,3.85,50.49,11.18,0.58,0.05,6.99,0.63,1.35,0.05,0,0.05,0,38.98,14.94,7.76,7.28,40.42,2.31,10.55,0.14,0.05,0.72,1.49,1.83,2.12,1.3,0.14,0.29,0.1,0.29,0,0.48,0.29,0.05,0.05,0.05,0.05,0,1.78,1.11,0.77,0.72,0.29,0.67,1.45,0.467,0.77,10.31,2.84,0.276,3.71,4.14,2.46,2.07,0.24,0,1.93,3.71,1.3,0.05,71.98,2.89,20.96,37.63,17.87,0.96,61.04,1.83,2.94,0.623,2.07,0.19,45.63,214.11,134.42,5.73,1.73,0.24,0.92,0.77,49.05,44.04,0.898,2.02,0,0.92,1.49,0.1,0,0,0,8.72,1.2,1.01,0.543,6.5
27,Foward,22,Adolfo Gaich,0.23,0,0.23,0,0,0.23,0,0.29,0.29,0.03,0.31,2.63,0.8,0.304,0.09,0.29,13.7,0,0.11,-0.06,-0.06,10.51,16.9,0.622,152.93,28.21,5.6,8.22,0.681,3.08,4.68,0.659,1.03,1.26,0.818,0.57,0.23,0.46,0.11,0.91,16.1,0.8,0,0.11,4.8,0.11,0.46,0.11,0,0,0,9.14,5.71,2.06,0.8,12.22,2.06,0,0.8,0.11,0.34,0.34,0.91,1.6,0.91,0,0.23,0,0.23,0.23,0.34,0.11,0,0.11,0,0,0.11,1.14,0.34,0.23,0.8,0.11,0,1.14,0,1.14,23.64,4.57,0.193,1.71,13.25,8.68,0.91,0,0,0.57,1.71,0.46,0,30.84,0.46,1.83,16.45,14.51,4.8,30.04,1.14,2.63,0.435,1.37,0.46,16.79,66.36,28.78,1.48,0.57,0.34,2.86,1.48,47.74,22.27,0.467,7.99,0,3.77,2.17,0.34,0,0.11,0,3.31,1.71,5.94,0.224,6
33,Midfielder,27,Adrien Tameze,0.11,0,0.11,0,0,0.19,0,0.05,0.05,0.03,0.09,0.56,0.15,0.267,0.2,0.75,19.5,0,0.1,0.06,0.06,34.37,42.59,0.807,633.56,157.37,14.74,17.3,0.852,14.26,16.7,0.854,4.41,6.89,0.64,0.52,3.19,0.74,0,4.04,41.15,1.44,1.07,0.04,7.37,0.67,0.41,0,0,0,0,29.15,6.11,7.33,4.26,33.93,2.52,0.3,0.19,0.3,0.85,0.96,1.37,1.37,1.07,0,0.11,0.04,0.11,0.04,0.11,0.07,0,0.04,0,0,0,2.04,1.67,0.93,0.89,0.22,0.7,1.67,0.422,0.96,17.44,5.85,0.335,5.44,9.04,2.96,1.67,0.3,0,1.78,3.81,1.93,0.04,53.63,2.22,12.3,32.93,11.11,1.07,52.41,1.48,2.07,0.714,1.52,0.04,35.33,174.33,85.67,3.37,1,0.26,1.44,1.04,36.37,31.89,0.877,2.3,0,1.63,1.48,0.11,0,0.04,0,11.41,2.04,1.85,0.524,6
34,Midfielder,28,Adrien Thomasson,0.3,0.09,0.3,0,0,0.24,0.06,0.3,0.3,0.18,0.47,1.73,0.63,0.362,0.17,0.48,14.8,0,0.17,0,0,32.75,42.63,0.768,564.15,124.63,15.64,19.01,0.823,12.84,15.94,0.805,3.34,5.13,0.651,1.19,2.9,1.04,0.27,3.13,40.75,1.88,0.42,0.18,9.79,0.9,1.52,0.21,0,0.09,0,30.81,6.39,5.43,8.45,30.75,1.52,0.63,0.42,0.18,0.48,1.76,1.7,3.1,2.21,0.06,0.39,0.33,0.06,0.06,0.48,0.27,0,0.09,0.09,0.03,0,2.09,1.31,0.63,0.87,0.6,0.75,2.69,0.278,1.94,26.63,7.7,0.289,4.96,13.22,8.45,1.91,0.21,0,1.13,3.22,0.42,0,55.82,0.63,7.43,27.76,23.07,5.19,54.06,1.19,2.15,0.556,1.31,0.06,38.12,166.9,71.31,3.25,0.78,0.48,1.94,1.91,50.21,38.24,0.762,5.73,0.03,1.91,1.64,0.09,0.03,0,0,8.81,0.9,1.91,0.319,6
38,Defender,24,Aihen MuÃ±oz,0,0,0,0,0,0.36,0.05,0.01,0.01,0.05,0.06,0.41,0.09,0.222,0,0,22.4,0,0.02,-0.01,-0.01,40.64,54.76,0.742,756.46,327.53,16.26,18.25,0.891,19.48,24.16,0.806,4.36,10.08,0.432,0.73,3,0.91,0.45,3.31,41.91,12.85,1.23,0.05,4.9,1.14,2.95,0.09,0.09,0,0,28.93,11.76,14.08,34.96,4.13,3,11.53,0.05,0.14,1.54,1.86,1.14,1.36,1.04,0.09,0.05,0.05,0.14,0,0.09,0,0,0,0.05,0.05,0,1.86,1,0.91,0.73,0.23,0.82,1.82,0.45,1,12.26,3.86,0.315,4.9,5.77,1.59,1.32,0.18,0,1.09,2.95,3.18,0.05,65.48,2.54,19.71,31.38,18.12,0.95,52.9,0.91,1.95,0.465,1.09,0.18,36.83,164.61,100.49,4.63,1.68,0.32,1.09,0.95,38.73,35.6,0.919,2.27,0.05,1.82,0.86,0,0,0,0,8.95,1.95,1.59,0.551,6
68,Midfielder,29,Ãlex FernÃ¡ndez,0.32,0.09,0.18,0.14,0.18,0.09,0,0.25,0.11,0.06,0.18,0.65,0.28,0.429,0.29,0.67,21,0,0.17,0.07,0.07,33.93,45.3,0.749,667.49,201.77,13.78,16.09,0.856,13.82,16.46,0.84,5.73,10.86,0.528,1.06,3.74,0.51,0.18,3.7,39.06,6.24,2.96,0.05,6.75,2.4,1.8,2.91,0.83,1.43,0.23,28.57,5.55,11.19,9.11,33.1,1.9,0.32,0.23,0.18,0.37,1.39,1.29,1.66,0.83,0.74,0,0.05,0,0.05,0.14,0.09,0.05,0,0,0,0,1.9,1.11,1.16,0.46,0.28,0.79,2.31,0.34,1.53,17.47,4.11,0.235,7.03,9.06,1.39,1.34,0.05,0,1.66,3.56,1.62,0,55.01,1.48,12.43,31.62,13.87,1.39,48.91,0.42,0.97,0.429,0.51,0,33,164.1,79.32,3.14,1.11,0.18,0.83,1.02,37.72,32.36,0.858,1.66,0,0.69,1.39,0.05,0,0,0,9.2,0.97,1.34,0.42,6
70,Defender,28,Ãlex Moreno,0.05,0.09,0.05,0,0,0.18,0,0.05,0.05,0.1,0.14,0.68,0.18,0.267,0.07,0.25,17.1,0,0.07,0,0,36.37,48.96,0.743,609.07,226.56,17.98,20.2,0.89,14.86,19.3,0.77,2.85,6.84,0.417,0.95,1.81,0.95,0.54,2.72,39.9,9.06,0.77,0,5.3,0.59,2.99,0,0,0,0,27.99,11.05,9.92,34.06,3.26,2.36,8.29,0.14,0.18,1.18,1.36,2.04,1.9,1.36,0.05,0.18,0.09,0.09,0.14,0.18,0.09,0,0,0,0.09,0,2.72,1.45,1.72,0.54,0.45,1,2.26,0.44,1.27,13.77,3.76,0.273,6.66,4.62,2.49,2.22,0.18,0,1.9,4.62,3.49,0.05,63.37,4.39,19.39,28.22,20.02,2.72,54.67,0.72,1.63,0.444,0.91,0.09,36.6,204.73,121.57,5.44,2.04,0.77,1.27,1.18,38.27,34.15,0.892,2.76,0,1.77,1.49,0.09,0.05,0.05,0,9.06,1.4,1.49,0.484,6
